text,label
beautiful tbh,0
omg have a great day!,0
omg go to hell,1
feeling beautiful today,0
wow this is awesome smh,0
wow amazing content smh,0
tbh beautiful fr,0
tbh inspiring tbh,0
lol youre pathetic tbh,1
go crap yourself,1
wow have a great day!,0
lol youre a piece of shit rn,1
ngl congratulations! tbh,0
smh thank you for sharing lol,0
excellent work rn,0
lol have a great day! lol,0
wow love this so much smh,0
perfect rn,0
tbh youre so stupid lol,1
smh this is awesome rn,0
lol dumbass motherfucker tbh,1
lol beautiful fr,0
smh so happy for you lol,0
smh stupid idiot,1
omg youre worthless trash,1
lol dumbass motherfucker fr,1
omg amazing content,0
this is so useful,0
wow youre pathetic,1
fuck you smh,1
wow dumbass motherfucker lol,1
have a joy day,0
lol stupid idiot lol,1
lol have a great day! rn,0
tbh congratulations! fr,0
ngl this is awesome rn,0
omg youre a piece of shit smh,1
wow nobody likes you smh,1
smh nobody likes you fr,1
smh youre a piece of shit fr,1
nobody cares about you smh,1
thats very fantastic,0
have a great day! tbh,0
smh dumbass motherfucker smh,1
love this so much,0
perfect tbh,0
omg perfect lol,0
perfect fr,0
wonderful lol,0
omg youre pathetic smh,1
have a beautiful day,0
omg youre worthless trash rn,1
omg this is awesome tbh,0
smh go die in a hole lol,1
tbh congratulations!,0
ngl go to hell rn,1
ngl youre pathetic lol,1
stupid idiot tbh,1
go to hell lol,1
omg wonderful tbh,0
go dick yourself,1
omg inspiring,0
smh go to hell rn,1
wow beautiful tbh,0
tbh youre a piece of shit fr,1
smh youre worthless trash tbh,1
tbh youre so stupid lol tbh,1
thats very peace,0
omg beautiful tbh,0
ngl dumbass motherfucker,1
tbh nobody likes you rn,1
smh fuck you rn,1
amazing content,0
ngl beautiful rn,0
feeling achievement today,0
smh so happy for you,0
wow love this so much,0
omg go die in a hole,1
youre worthless trash rn,1
ngl have a great day! fr,0
smh so happy for you rn,0
have a excellent day,0
you have no idea what youre talking about,1
you are a fuck,1
ngl excellent work lol,0
omg youre so stupid lol rn,1
lol youre a piece of shit tbh,1
thats very excellent,0
tbh go to hell lol,1
ngl congratulations! lol,0
ngl youre worthless trash smh,1
lol dumbass motherfucker lol,1
wow amazing content fr,0
tbh so happy for you tbh,0
excellent work tbh,0
wonderful fr,0
lol nobody likes you rn,1
have a happy day,0
wow excellent work lol,0
congratulations! rn,0
go to hell rn,1
ngl fuck you lol,1
tbh nobody cares about you rn,1
lol this is awesome smh,0
omg youre a piece of shit tbh,1
you are a motherfucker,1
nobody cares about you rn,1
omg dumbass motherfucker smh,1
smh this is awesome,0
ngl youre a piece of shit lol,1
tbh youre so stupid lol smh,1
lol kill yourself already tbh,1
wow congratulations! tbh,0
omg beautiful smh,0
lol youre pathetic fr,1
damn loser,1
tbh dumbass motherfucker,1
lol nobody likes you,1
tbh thank you for sharing tbh,0
feeling helpful today,0
ngl youre worthless trash tbh,1
have a great day,0
omg have a great day! smh,0
smh youre so stupid lol,1
tbh fuck you smh,1
lol kill yourself already lol,1
omg thank you for sharing rn,0
omg youre pathetic rn,1
omg wonderful rn,0
tbh beautiful smh,0
you are a nigga,1
smh youre a piece of shit lol,1
ngl nobody likes you lol,1
omg kill yourself already rn,1
lol love this so much fr,0
you are a hell,1
wow perfect,0
omg congratulations! fr,0
wow wonderful tbh,0
ngl go die in a hole fr,1
ngl go die in a hole,1
this is awesome rn,0
wow youre a piece of shit rn,1
lol go to hell fr,1
omg this is awesome rn,0
ngl nobody cares about you lol,1
omg thank you for sharing smh,0
smh youre so stupid lol fr,1
smh beautiful lol,0
what a joke,1
wow youre a piece of shit fr,1
wow kill yourself already tbh,1
smh excellent work lol,0
omg nobody likes you,1
tbh congratulations! smh,0
ngl nobody cares about you tbh,1
tbh go die in a hole,1
omg congratulations! tbh,0
lol nobody likes you smh,1
ngl amazing content lol,0
omg perfect fr,0
you are a bastard,1
tbh excellent work lol,0
ngl youre worthless trash,1
tbh nobody cares about you fr,1
nobody likes you rn,1
omg youre pathetic tbh,1
omg amazing content lol,0
smh have a great day! fr,0
wow nobody cares about you lol,1
smh love this so much,0
lol youre a piece of shit smh,1
wow so happy for you smh,0
amazing content lol,0
wow youre so stupid lol tbh,1
smh wonderful tbh,0
lol beautiful tbh,0
ngl go to hell smh,1
what a complete waste of time,1
tbh fuck you tbh,1
lol inspiring fr,0
omg so happy for you,0
so happy for you fr,0
you are a whore,1
tbh nobody likes you fr,1
smh fuck you,1
omg nobody cares about you smh,1
ngl go die in a hole smh,1
smh congratulations!,0
ngl dumbass motherfucker tbh,1
tbh youre so stupid lol lol,1
feeling hope today,0
ngl so happy for you rn,0
lol youre so stupid lol smh,1
ngl this is awesome smh,0
fantastic job,0
omg excellent work smh,0
go die you,1
wow beautiful lol,0
smh dumbass motherfucker fr,1
ngl so happy for you lol,0
you are a slut,1
feeling success today,0
ngl youre a piece of shit,1
omg love this so much fr,0
tbh youre worthless trash,1
lol stupid idiot rn,1
smh go die in a hole fr,1
inspiring,0
wow go to hell fr,1
tbh go die in a hole rn,1
youre a piece of shit,1
omg go die in a hole rn,1
smh go die in a hole rn,1
ngl wonderful smh,0
wow have a great day! smh,0
wow stupid idiot fr,1
lol youre worthless trash smh,1
amazing content rn,0
amazing content smh,0
lol inspiring,0
wow youre worthless trash fr,1
kill yourself already tbh,1
smh thank you for sharing rn,0
omg love this so much rn,0
wow youre pathetic fr,1
stupid fuck,1
tbh youre pathetic fr,1
lol this is awesome rn,0
im impressed with the quality,0
ngl love this so much lol,0
tbh youre worthless trash rn,1
lol so happy for you rn,0
go bastard yourself,1
wow youre pathetic rn,1
tbh love this so much,0
ngl stupid idiot rn,1
smh kill yourself already,1
lol beautiful,0
smh beautiful smh,0
ngl nobody likes you tbh,1
ngl thank you for sharing smh,0
have a smile day,0
damn burn in hell,1
omg beautiful fr,0
wow youre a piece of shit lol,1
ngl go die in a hole lol,1
tbh kill yourself already rn,1
ngl thank you for sharing fr,0
have a great day! fr,0
dumbass motherfucker fr,1
so happy for you tbh,0
lol nobody likes you fr,1
youre a piece of shit lol,1
smh amazing content rn,0
lol inspiring lol,0
omg youre so stupid lol smh,1
tbh youre pathetic rn,1
thank you for sharing rn,0
kill yourself already rn,1
excellent work smh,0
lol have a great day! fr,0
wow go die in a hole,1
lol dumbass motherfucker rn,1
thats very happy,0
omg youre so stupid lol,1
lol youre pathetic,1
lol this is awesome tbh,0
this should be deleted,1
lol go die in a hole tbh,1
wow perfect tbh,0
ngl fuck you smh,1
lol stupid idiot smh,1
wow fuck you smh,1
omg go die in a hole smh,1
dumbass motherfucker smh,1
tbh congratulations! rn,0
wow fuck you lol,1
tbh youre worthless trash lol,1
wonderful tbh,0
smh thank you for sharing,0
tbh amazing content smh,0
smh beautiful tbh,0
omg fuck you fr,1
smh youre pathetic rn,1
wow nobody cares about you tbh,1
fuck you tbh,1
omg perfect tbh,0
nigger you,1
go to hell smh,1
wow kill yourself already rn,1
lol kill yourself already rn,1
smh nobody likes you rn,1
smh nobody cares about you rn,1
ngl go to hell tbh,1
omg nobody cares about you fr,1
omg so happy for you fr,0
ngl stupid idiot,1
lol perfect smh,0
omg dumbass motherfucker fr,1
ngl so happy for you,0
have a laugh day,0
omg stupid idiot lol,1
smh nobody likes you lol,1
smh excellent work tbh,0
lol congratulations! lol,0
smh amazing content smh,0
smh beautiful fr,0
lol youre pathetic lol,1
tbh perfect smh,0
lol kill yourself already fr,1
ngl amazing content rn,0
you are a nigger,1
ngl kill yourself already tbh,1
so happy for you,0
omg kill yourself already,1
youre so stupid lol smh,1
lol amazing content rn,0
you are a bitch,1
lol congratulations! fr,0
smh wonderful,0
feeling friend today,0
lol perfect rn,0
ngl excellent work,0
omg this is awesome lol,0
omg go to hell lol,1
omg stupid idiot fr,1
omg go to hell tbh,1
lol so happy for you,0
lol beautiful rn,0
omg excellent work,0
thats very wonderful,0
you are a go die,1
tbh amazing content,0
smh thank you for sharing tbh,0
tbh perfect lol,0
youre a piece of shit tbh,1
wow youre pathetic smh,1
wow excellent work smh,0
lol so happy for you smh,0
ngl perfect smh,0
lol nobody cares about you lol,1
go to hell,1
stupid cunt,1
tbh excellent work,0
ngl nobody likes you rn,1
omg youre worthless trash fr,1
tbh youre a piece of shit,1
lol love this so much lol,0
stupid moron,1
wow fuck you rn,1
omg amazing content rn,0
rot in hell you,1
tbh have a great day! lol,0
lol perfect fr,0
lol excellent work lol,0
tbh go to hell tbh,1
tbh thank you for sharing rn,0
ngl have a great day! lol,0
smh nobody cares about you smh,1
stupid nigger,1
lol amazing content tbh,0
omg nobody likes you tbh,1
wow go die in a hole rn,1
smh youre pathetic,1
thats very smile,0
have a awesome day,0
thank you for sharing lol,0
tbh thank you for sharing,0
congratulations! smh,0
lol dumbass motherfucker smh,1
smh youre worthless trash,1
lol youre worthless trash,1
smh go to hell smh,1
wow youre a piece of shit smh,1
tbh fuck you rn,1
tbh love this so much lol,0
wow have a great day! fr,0
smh inspiring tbh,0
ngl nobody cares about you,1
inspiring rn,0
this is awesome fr,0
ngl beautiful smh,0
tbh dumbass motherfucker fr,1
wow go to hell,1
smh congratulations! lol,0
wow amazing content rn,0
ngl inspiring tbh,0
damn moron,1
omg love this so much smh,0
tbh beautiful lol,0
tbh stupid idiot rn,1
ngl nobody cares about you rn,1
love this so much tbh,0
tbh wonderful lol,0
smh inspiring,0
smh inspiring fr,0
damn kill yourself,1
omg youre worthless trash smh,1
tbh beautiful rn,0
smh amazing content lol,0
this made my day,0
tbh love this so much rn,0
lol thank you for sharing rn,0
wow kill yourself already fr,1
ngl thank you for sharing tbh,0
omg inspiring rn,0
stupid jerk,1
damn dumb,1
ngl congratulations!,0
thats very success,0
go jerk yourself,1
this is very helpful,0
tbh fuck you,1
ngl go to hell fr,1
tbh this is awesome fr,0
omg fuck you,1
have a great day! smh,0
lol nobody likes you lol,1
tbh nobody cares about you tbh,1
ngl youre worthless trash lol,1
tbh so happy for you,0
wow go die in a hole lol,1
tbh have a great day! fr,0
lol youre a piece of shit fr,1
have a kind day,0
have a friend day,0
thats very awesome,0
ngl kill yourself already smh,1
wonderful presentation,0
tbh stupid idiot,1
lol youre worthless trash rn,1
im grateful for this,0
wow congratulations! lol,0
feeling amazing today,0
wow love this so much lol,0
wow youre pathetic lol,1
omg excellent work tbh,0
wow congratulations!,0
tbh go die in a hole fr,1
tbh youre pathetic tbh,1
ngl fuck you fr,1
omg youre worthless trash tbh,1
feeling awesome today,0
lol have a great day! smh,0
ngl stupid idiot smh,1
smh stupid idiot fr,1
tbh wonderful smh,0
omg youre a piece of shit fr,1
smh youre pathetic tbh,1
lol amazing content lol,0
stupid idiot fr,1
smh youre a piece of shit smh,1
wow have a great day! lol,0
lol this is awesome fr,0
amazing content fr,0
tbh excellent work smh,0
ngl perfect,0
tbh perfect tbh,0
lol go die in a hole fr,1
omg inspiring lol,0
i hope this fails miserably,1
smh so happy for you smh,0
smh dumbass motherfucker lol,1
omg kill yourself already lol,1
wow dumbass motherfucker,1
love this so much smh,0
smh kill yourself already tbh,1
perfect smh,0
you are a punk,1
go die in a hole smh,1
lol amazing content fr,0
wow thank you for sharing tbh,0
lol nobody cares about you tbh,1
wow so happy for you tbh,0
tbh this is awesome lol,0
inspiring lol,0
smh stupid idiot rn,1
tbh beautiful,0
ngl amazing content smh,0
tbh stupid idiot tbh,1
thats very achievement,0
lol go die in a hole smh,1
amazing content tbh,0
omg nobody likes you rn,1
omg youre so stupid lol fr,1
